run_index,first_chunk_latency_ms,session_id,is_cold_compile
1,5507.138967514038,26d4bade-eb08-4d05-8a8e-6e8973354326,no
2,5694.292068481445,e7a3ab4c-04aa-4f0a-af11-f5541d69c69a,no
3,5435.224533081055,99c2ac73-1f53-4060-801e-161184aaf053,no
4,5281.151294708252,57c1780a-29c0-4ab2-a11d-22a3d8c4b57a,no
5,5895.395517349243,c17e7509-81f6-41a9-89d9-30aff09d0a13,no
6,5415.875196456909,4695868b-966f-49d3-8bfe-1f1bd4c342d6,no
7,6388.886213302612,70e21547-d75b-4c37-a6d2-6acf27b96100,no
8,5723.170280456543,f9fe57b9-f988-4781-8e07-f4f3997813fe,no
10,5517.845869064331,b384ca53-696a-4f85-9ed1-5257f270c6ea,no
