run_index,seg1_prefill_ms,seg1a_dispatch_overhead_ms,seg1b_prompt_encode_ms,seg2_talker_to_first_chunk_ms,seg3_first_decode_ms,seg4_consumer_cushion_ms,residual_post_ms,first_chunk_latency_ms,measured_t0_to_post_ms,chunks,consumer_chunks_held,first_emit_path,first_emit_frames,independent_ttfa_bracket_ms,bracket_slack_ms,median_inter_emit_ms,median_chunk_audio_ms,producer_ratio,producer_rate_P,segment_sum_to_post_ms,reconcile_error_pct,total_audio_ms,generation_wall_ms,is_warmup,chunk_size,utterance,precision,compile
0,90.4111328125,0.50390625,89.9072265625,1591.677001953125,73.381591796875,0.503662109375,0.0,1755.469560623169,1755.4697265625,10,1,threshold,30,1755.7106000022031,0.24087343970313668,1365.59814453125,1980.7083333333333,0.6894493861360624,1.4504327947906108,1755.4697265625,0.0,18283.25,12717.264413833618,False,25,long,auto,auto
