run_index,first_chunk_latency_ms,session_id,is_cold_compile
1,5019.692420959473,b8ce3aae-6897-4463-94df-79910daf11fb,no
2,5257.985591888428,074f3d77-43da-444d-be70-b9d4d5633bf4,no
3,5601.907968521118,f55378e1-6ef1-4fc8-81d8-3ca86e8bc766,no
6,5574.020862579346,349e785d-b52a-4918-a37b-2bb70b7a95c8,no
7,5455.276250839233,5a05e5b2-b7c5-4368-83f4-f4538c8cdd0b,no
9,4941.795349121094,8d544e05-ad0f-45a5-8189-c677355ca6e6,no
10,5479.136228561401,536594d8-c4e7-4a20-b5be-cc694134347f,no
