metric_name,value,session_id,chunk_index,is_final,audio_data_size
progressive_chunk_emit_ms,1778526001046.5815,f501c395-6ac8-4b0c-8d02-2f1f506a606c,0,,
progressive_chunk_emit_ms,1778526002000.2046,f501c395-6ac8-4b0c-8d02-2f1f506a606c,1,,
progressive_chunk_playback_arrival_ms,1778526003100.9373,f501c395-6ac8-4b0c-8d02-2f1f506a606c,0,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,f501c395-6ac8-4b0c-8d02-2f1f506a606c,0,,
progressive_chunk_emit_ms,1778526003178.72,f501c395-6ac8-4b0c-8d02-2f1f506a606c,2,,
progressive_chunk_emit_ms,1778526004656.1648,f501c395-6ac8-4b0c-8d02-2f1f506a606c,3,,
progressive_chunk_playback_arrival_ms,1778526005070.2886,f501c395-6ac8-4b0c-8d02-2f1f506a606c,1,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,f501c395-6ac8-4b0c-8d02-2f1f506a606c,1,,
progressive_chunk_emit_ms,1778526006621.35,f501c395-6ac8-4b0c-8d02-2f1f506a606c,4,,
progressive_chunk_playback_arrival_ms,1778526007070.4375,f501c395-6ac8-4b0c-8d02-2f1f506a606c,2,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,f501c395-6ac8-4b0c-8d02-2f1f506a606c,2,,
progressive_chunk_emit_ms,1778526008141.978,f501c395-6ac8-4b0c-8d02-2f1f506a606c,5,,
progressive_chunk_playback_arrival_ms,1778526009040.7256,f501c395-6ac8-4b0c-8d02-2f1f506a606c,3,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,f501c395-6ac8-4b0c-8d02-2f1f506a606c,3,,
progressive_chunk_emit_ms,1778526009738.7065,f501c395-6ac8-4b0c-8d02-2f1f506a606c,6,,
progressive_chunk_emit_ms,1778526010963.2478,f501c395-6ac8-4b0c-8d02-2f1f506a606c,7,,
progressive_chunk_playback_arrival_ms,1778526011040.471,f501c395-6ac8-4b0c-8d02-2f1f506a606c,4,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,f501c395-6ac8-4b0c-8d02-2f1f506a606c,4,,
progressive_chunk_emit_ms,1778526012294.1917,f501c395-6ac8-4b0c-8d02-2f1f506a606c,8,,
progressive_chunk_emit_ms,1778526012624.0125,f501c395-6ac8-4b0c-8d02-2f1f506a606c,9,,
progressive_chunk_playback_arrival_ms,1778526013000.5022,f501c395-6ac8-4b0c-8d02-2f1f506a606c,5,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,f501c395-6ac8-4b0c-8d02-2f1f506a606c,5,,
first_chunk_latency_ms,5929.361820220947,f501c395-6ac8-4b0c-8d02-2f1f506a606c,,,
