metric_name,value,session_id,chunk_index,is_final,audio_data_size
progressive_chunk_emit_ms,1778526279247.9546,aa6777d1-a9ac-4728-bfce-6727c20b7226,0,,
progressive_chunk_emit_ms,1778526280268.2825,aa6777d1-a9ac-4728-bfce-6727c20b7226,1,,
progressive_chunk_playback_arrival_ms,1778526281293.4546,aa6777d1-a9ac-4728-bfce-6727c20b7226,0,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,aa6777d1-a9ac-4728-bfce-6727c20b7226,0,,
progressive_chunk_emit_ms,1778526281404.0688,aa6777d1-a9ac-4728-bfce-6727c20b7226,2,,
progressive_chunk_emit_ms,1778526282911.955,aa6777d1-a9ac-4728-bfce-6727c20b7226,3,,
progressive_chunk_playback_arrival_ms,1778526283254.1514,aa6777d1-a9ac-4728-bfce-6727c20b7226,1,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,aa6777d1-a9ac-4728-bfce-6727c20b7226,1,,
progressive_chunk_emit_ms,1778526284271.4143,aa6777d1-a9ac-4728-bfce-6727c20b7226,4,,
progressive_chunk_playback_arrival_ms,1778526285264.4377,aa6777d1-a9ac-4728-bfce-6727c20b7226,2,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,aa6777d1-a9ac-4728-bfce-6727c20b7226,2,,
progressive_chunk_emit_ms,1778526285945.4534,aa6777d1-a9ac-4728-bfce-6727c20b7226,5,,
progressive_chunk_playback_arrival_ms,1778526287223.5906,aa6777d1-a9ac-4728-bfce-6727c20b7226,3,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,aa6777d1-a9ac-4728-bfce-6727c20b7226,3,,
progressive_chunk_emit_ms,1778526287495.6162,aa6777d1-a9ac-4728-bfce-6727c20b7226,6,,
progressive_chunk_emit_ms,1778526288823.319,aa6777d1-a9ac-4728-bfce-6727c20b7226,7,,
progressive_chunk_playback_arrival_ms,1778526289233.67,aa6777d1-a9ac-4728-bfce-6727c20b7226,4,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,aa6777d1-a9ac-4728-bfce-6727c20b7226,4,,
progressive_chunk_emit_ms,1778526290124.4482,aa6777d1-a9ac-4728-bfce-6727c20b7226,8,,
progressive_chunk_emit_ms,1778526291183.1716,aa6777d1-a9ac-4728-bfce-6727c20b7226,9,,
progressive_chunk_playback_arrival_ms,1778526291193.6318,aa6777d1-a9ac-4728-bfce-6727c20b7226,5,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,aa6777d1-a9ac-4728-bfce-6727c20b7226,5,,
first_chunk_latency_ms,5721.296548843384,aa6777d1-a9ac-4728-bfce-6727c20b7226,,,
