metric_name,value,session_id,chunk_index,is_final,audio_data_size
progressive_chunk_emit_ms,1778528011030.3186,b8ce3aae-6897-4463-94df-79910daf11fb,0,,
progressive_chunk_playback_arrival_ms,1778528013089.5112,b8ce3aae-6897-4463-94df-79910daf11fb,0,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,b8ce3aae-6897-4463-94df-79910daf11fb,0,,
progressive_chunk_emit_ms,1778528013184.154,b8ce3aae-6897-4463-94df-79910daf11fb,1,,
progressive_chunk_playback_arrival_ms,1778528015068.8628,b8ce3aae-6897-4463-94df-79910daf11fb,1,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,b8ce3aae-6897-4463-94df-79910daf11fb,1,,
progressive_chunk_emit_ms,1778528016128.2402,b8ce3aae-6897-4463-94df-79910daf11fb,2,,
progressive_chunk_playback_arrival_ms,1778528018048.603,b8ce3aae-6897-4463-94df-79910daf11fb,2,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,b8ce3aae-6897-4463-94df-79910daf11fb,2,,
progressive_chunk_emit_ms,1778528018730.195,b8ce3aae-6897-4463-94df-79910daf11fb,3,,
progressive_chunk_playback_arrival_ms,1778528020608.6726,b8ce3aae-6897-4463-94df-79910daf11fb,3,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,b8ce3aae-6897-4463-94df-79910daf11fb,3,,
progressive_chunk_emit_ms,1778528021377.102,b8ce3aae-6897-4463-94df-79910daf11fb,4,,
progressive_chunk_playback_arrival_ms,1778528023288.7693,b8ce3aae-6897-4463-94df-79910daf11fb,4,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,b8ce3aae-6897-4463-94df-79910daf11fb,4,,
progressive_chunk_emit_ms,1778528024121.3428,b8ce3aae-6897-4463-94df-79910daf11fb,5,,
progressive_chunk_playback_arrival_ms,1778528025998.9946,b8ce3aae-6897-4463-94df-79910daf11fb,5,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,b8ce3aae-6897-4463-94df-79910daf11fb,5,,
progressive_chunk_emit_ms,1778528026712.0977,b8ce3aae-6897-4463-94df-79910daf11fb,6,,
progressive_chunk_playback_arrival_ms,1778528028589.378,b8ce3aae-6897-4463-94df-79910daf11fb,6,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,b8ce3aae-6897-4463-94df-79910daf11fb,6,,
progressive_chunk_emit_ms,1778528029412.4712,b8ce3aae-6897-4463-94df-79910daf11fb,7,,
progressive_chunk_playback_arrival_ms,1778528031328.582,b8ce3aae-6897-4463-94df-79910daf11fb,7,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,b8ce3aae-6897-4463-94df-79910daf11fb,7,,
progressive_chunk_emit_ms,1778528032076.7644,b8ce3aae-6897-4463-94df-79910daf11fb,8,,
progressive_chunk_playback_arrival_ms,1778528033948.7646,b8ce3aae-6897-4463-94df-79910daf11fb,8,False,47537
progressive_chunk_audio_duration_ms,1980.7083333333333,b8ce3aae-6897-4463-94df-79910daf11fb,8,,
first_chunk_latency_ms,5019.692420959473,b8ce3aae-6897-4463-94df-79910daf11fb,,,
