run_index,seg1_prefill_ms,seg1a_dispatch_overhead_ms,seg1b_prompt_encode_ms,seg2_talker_to_first_chunk_ms,seg3_first_decode_ms,seg4_consumer_cushion_ms,residual_post_ms,first_chunk_latency_ms,measured_t0_to_post_ms,chunks,consumer_chunks_held,first_emit_path,first_emit_frames,independent_ttfa_bracket_ms,bracket_slack_ms,median_inter_emit_ms,median_chunk_audio_ms,producer_ratio,producer_rate_P,segment_sum_to_post_ms,reconcile_error_pct,total_audio_ms,generation_wall_ms,is_warmup,chunk_size,utterance,precision,compile
0,8220.38134765625,4455.6826171875,3764.69873046875,1500.172119140625,124.838134765625,0.50390625,0.0,9845.391511917114,9845.3916015625,1,1,residual_flush,28,9845.043100009207,-0.34850155329331756,,,,,9845.3916015625,0.0,2216.875,9851.471900939941,False,25,short,auto,auto
