run_index,seg1_prefill_ms,seg1a_dispatch_overhead_ms,seg1b_prompt_encode_ms,seg2_talker_to_first_chunk_ms,seg3_first_decode_ms,seg4_consumer_cushion_ms,residual_post_ms,first_chunk_latency_ms,measured_t0_to_post_ms,chunks,consumer_chunks_held,first_emit_path,first_emit_frames,independent_ttfa_bracket_ms,bracket_slack_ms,median_inter_emit_ms,median_chunk_audio_ms,producer_ratio,producer_rate_P,segment_sum_to_post_ms,reconcile_error_pct,total_audio_ms,generation_wall_ms,is_warmup,chunk_size,utterance,precision,compile
0,150.3720703125,0.50341796875,149.86865234375,2170.41357421875,55.905029296875,0.50537109375,0.0,2376.6908645629883,2376.690673828125,1,1,residual_flush,25,2376.834199996665,0.14352616854012012,,,,,2376.690673828125,0.0,1976.875,2382.7219009399414,False,25,short,auto,auto
